COMPOSER,YEAR,INSTR,OPUS,NUMBER,KEY,METER,FORM,MM#,FREQ,M#,GLOBAL_SEC,LOCAL_SEC,CAD,GLOBAL_RN,AMBIG,STAGE_1_CPT,STAGE_2_CPT,STAGE_3_CPT,STAGE_4_CPT,STAGE_5_CPT,STAGE_6_CPT,STAGE_7_CPT,STAGE_8_CPT,STAGE_9_CPT,STAGE_10_CPT,STAGE_11_CPT,STAGE_12_CPT,BL_PAROXY_R,BL_DESCEND_C
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,2,Em,3/4,T,68,3,"8,20,60",A,n/a,PAC,"V,i",N,"[8,1],[4,1]","[8,1.75],[2,1]","[8,2],[4,1]","[8,2.75],[3,1]","[8,3],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,2,Em,3/4,T,68,1,12,A,n/a,HC,"V/V,V",N,"[11,1],[#4,2]","[11,1.5],[#6,2]","[11,2],[#7,2]","[11,2.5],[#3,2]","[11,3],[1,2]","[11,3.75],[#4,2]","[12,1],[5,5]",n/a,n/a,n/a,n/a,n/a,0,0
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,2,Em,3/4,T,68,2,"24,68",A,n/a,PAC,"V,i",N,"[23,1],[#4,5]","[23,1.5],[2,5]","[23,2],[6,5]","[23,2.33],[#4,5]","[23,2.66],[5,5]","[23,3],[4,5]","[23,3.33],[b5,5]","[23,3.66],[#3,5]","[24,1],[4,1]","[24,1.33],[3,1]","[24,1.66],[2,1]","[24,2],[1,1]",1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,2,Em,3/4,T,68,2,"28,36",B,n/a,IAC,VI,Y,"[27,1],[1,6]","[27,1.5],[7,6]","[27,2],[5,6]","[27,3],[4,6]","[28,1],[3,6]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,2,Em,3/4,T,68,1,31,B,n/a,HC,"V,V/IV",N,"[31,1],[#3,5]","[31,1.75],[2,5]","[31,2],[4,5]","[31,2.75],[#3,5]","[31,3],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,2,Em,3/4,T,68,1,39,B,n/a,HC,"V/III,V/VI",N,"[38,1],[5,3]","[38,1.75],[4,3]","[38,2],[5,3]","[38,2.5],[4,3]","[38,3],[5,3]","[38,3.5],[4,3]","[39,1],[3,3]",n/a,n/a,n/a,n/a,n/a,0,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,2,Em,3/4,T,68,1,43,B,n/a,HC,"vi,V/VI",N,"[42,1],[b5,3]","[42,1.75],[b4,3]","[42,2],[b5,3]","[42,2.5],[b4,3]","[42,3],[b5,3]","[42,3.5],[b4,3]","[43,1],[3,3]",n/a,n/a,n/a,n/a,n/a,0,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,3,AbM,3/4,CT,83,4,"4,12,28,36",A,a,HC,V,N,"[4,1],[5,1]","[4,1.75],[5,7]","[4,2],[5,6]","[4,2.5],[5,7]","[4,3],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,3,AbM,3/4,CT,83,2,"8,32",A,a,HC,"V/V,V",N,"[8,1],[1,b3]","[8,1.75],[7,b3]","[8,2],[6,5]","[8,3],[2,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,3,AbM,3/4,CT,83,2,"16,40",A,a,PAC,"V,I",N,"[15,3],[3,5]","[15,3.75],[2,5]","[16,1],[4,1]","[16,1.75],[3,1]","[16,2],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,3,AbM,3/4,CT,83,1,20,A,b,PAC,"V/II,ii",Y,"[20,1],[#5]","[20,1.5],[3]","[20,2],[5,2]","[20,2.5],[4,2]","[20,3],[2,2]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,3,AbM,3/4,CT,83,4,"45,53,69,77",B,a,PAC,"V/#VII,#vii",Y,"[44,1],[#2,#4]","[44,1.75],[#3,#4]","[44,2],[##1,#4]","[44,3.5],[#4,#4]","[45,1],[#2,#7]","[45,1.75],[#4,#7]","[45,2],[#7,#7]",n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,3,AbM,3/4,CT,83,2,"49,73",B,a,HC,V/#V,Y,"[49,1],[#1,#2]","[49,1.5],[#3,#2]","[49,2],[#2,#6]","[49,2.5],[#7,#6]","[49,3],[#6,#6]","[49,3.5],[#1,#6]",n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,3,AbM,3/4,CT,83,2,"57,81",B,a,PAC,"V/#V,#V",N,"[56,1],[#2,#2]","[56,1.5],[#7,#2]","[56,2],[#6,#2]","[56,3],[#1,#2]","[57,1],[#7,#5]","[57,1.75],[#2,#5]","[57,2],[#5,#5]",n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,3,AbM,3/4,CT,83,1,65,B,b,HC,"V/#II,V/#V",N,"[64,3],[#5,#6]","[63,3.33],[#6,#6]","[64,3.66],[#7,#6]","[65,1],[##1,#6]","[65,1.33],[#2,#6]","[65,1.66],[#3,#6]","[65,2],[#4,#2]",n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,4,Am,3/4,CT,132,4,"12,28,52,100",A,a,HC,V,N,"[11,1],[5,5]","[11,1.75],[2,5]","[12,1],[3,5]","[12,1.75],[#7,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,4,Am,3/4,CT,132,4,"20,36,60,108",A,a,PAC,"V,i",N,"[19,1],[3,5]","[19,1.75],[2,5]","[19,2],[#7,5]","[19,3],[#7,5]","[20,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,4,Am,3/4,CT,132,1,40,A,b,HC,V/V,Y,"[40,1],[4,1]","[40,1.33],[5,1]","[40,1.66],[4,1]","[40,2],[#3,5]","[40,2.75],[3,5]","[40,3],[#4,5]",n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,4,Am,3/4,CT,132,1,44,A,b,HC,V,N,"[44,1],[b2,7]","[44,1.33],[5,#6]","[44,1.66],[4,6]","[44,2],[2,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,4,Am,3/4,CT,132,2,"68,84",B,n/a,HC,"I,V",N,"[68,1],[1,1]","[68,1.5],[#3,1]","[68,2],[2,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,4,Am,3/4,CT,132,1,76,B,n/a,HC,"I,V",N,"[75,3.5],[#6,1]","[76,1],[5,1]","[76,1.5],[#4,1]","[76,2],[4,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1830-1833,piano,17,4,Am,3/4,CT,132,2,"116,124",CD,n/a,PC,"iv,i",N,"[115,1],[2,1]","[115,1.5],[3,1]","[115,2],[4,1]","[115,3],[1,1]","[116,1],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Chopin, Fryderyk Franciszek",1832,piano,B 73/KK IVb,"-/1 ""Wołowska""",BbM,3/4,CT,34 (1949 PWM ed.),2,"12,25",A,a,PAC,"V,I",N,"[11,1],[5,5]","[11,2.5],[2,5]","[11,3],[3,5]","[11,3.75],[5,5]","[12,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1832,piano,B 73/KK IVb,"-/1 ""Wołowska""",BbM,3/4,CT,34 (1949 PWM ed.),1,17,A,b,PAC,"V/V,V",N,"[17,1],[2,5]","[17,1.75],[#1,5]","[17,2],[6,5]","[17,3],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1832,piano,B 73/KK IVb,"-/1 ""Wołowska""",BbM,3/4,CT,34 (1949 PWM ed.),2,"30,34",B,n/a,PAC,"V/IV,IV",N,"[30,1],[2,4]","[30,1.75],[b7,4]","[30,2],[5,1]","[30,3],[4,4]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1832,piano,B 71/KK IVb,"-/2 ""Revised 1832""",DM,3/4,CT,68 (1949 PWM ed.),4,"12,20,44,68",A,a,PAC,"V,I",N,"[11,1],[5,5]","[11,1.5],[#4,5]","[11,2],[5,5]","[11,2.5],[6,5]","[11,3],[5,5]","[11,3.5],[2,5]","[12,1],[4,1]","[12,1.75],[3,1]","[12,2],[1,5]",n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1832,piano,B 71/KK IVb,"-/2 ""Revised 1832""",DM,3/4,CT,68 (1949 PWM ed.),1,28,A,b,PAC,"V/II,II",N,"[27,3],[#4,6]","[27,3.5],[3,6]","[28,1],[#4,2]","[28,1.75],[6,2]","[28,2],[2,#4]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1832,piano,B 71/KK IVb,"-/2 ""Revised 1832""",DM,3/4,CT,68 (1949 PWM ed.),1,36,A,b,PAC,"V/V,V",N,"[35,1],[#4,2]","[35,1.75],[3,2]","[35,2],[2,2]","[35,3],[1,6]","[35,3.5],[6,2]","[36,1],[5,5]","[36,1.75],[6,5]","[36,2],[5,2]",n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1832,piano,B 71/KK IVb,"-/2 ""Revised 1832""",DM,3/4,CT,68 (1949 PWM ed.),1,52,B,n/a,PAC,"V/IV,IV",N,"[51,1],[2,1]","[51,2],[2,5]","[51,2.5],[1,5]","[51,3],[b7,5]","[51,3.5],[5,5]","[52,1],[b7,4]","[52,1.75],[6,4]","[52,2],[4,6]",n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1832,piano,B 71/KK IVb,"-/2 ""Revised 1832""",DM,3/4,CT,68 (1949 PWM ed.),1,60,B,n/a,PAC,"V/IV,IV",N,"[59,1],[7,1]","[59,1.5],[1,1]","[59,2],[#1,5]","[59,2.5],[2,5]","[59,3],[#2,1]","[59,3.5],[3,1]","[60,1],[5,4]","[60,1.75],[4,4]","[60,2],[4,4]",n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833,piano,B 82/KK IVb,"-/3 ""C 1833""",CM,3/4,CT,96 (1949 PWM ed.),2,"8,64",A,a,PAC,"V/V,V",N,"[7,1],[5,2]","[7,1.5],[#4,2]","[7,2],[2,2]","[7,3],[#4,2]","[8,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Chopin, Fryderyk Franciszek",1833,piano,B 82/KK IVb,"-/3 ""C 1833""",CM,3/4,CT,96 (1949 PWM ed.),3,"16,40,72",A,a,PAC,"V,I",N,"[15,1],[7,5]","[15,1.5],[6,5]","[15,2],[b6,5]","[15,2.5],[5,5]","[15,3],[#4,5]","[15,3.5],[4,5]","[16,1],[3,1]","[16,1.75],[2,1]","[16,2],[1,1]",n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833,piano,B 82/KK IVb,"-/3 ""C 1833""",CM,3/4,CT,96 (1949 PWM ed.),4,"20,28,76,84",A,b,IAC,"V/V,V",N,"[19,1],[7,2]","[19,1.5],[6,2]","[19,2],[#4,2]","[19,3],[7,2]","[20,1],[6,5]","[20,1.75],[5,5]","[20,2],[2,5]",n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833,piano,B 82/KK IVb,"-/3 ""C 1833""",CM,3/4,CT,96 (1949 PWM ed.),4,"24,32*,80,88*",A,b,PAC,"V/V,V",N,"[23,1],[7,2]","[23,1.75],[6,2]","[23,2],[#4,2]","[23,3],[7,2]","[24,1],[6,5]","[24,1.5],[5,5]","[24,2],[5,2]",n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833,piano,B 82/KK IVb,"-/3 ""C 1833""",CM,3/4,CT,96 (1949 PWM ed.),1,48,B,n/a,HC,"IV,V",N,"[48,1],[4,4]","[48,1.33],[5,4]","[48,1.66],[6,4]","[48,2],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2
"Chopin, Fryderyk Franciszek",1833,piano,B 82/KK IVb,"-/3 ""C 1833""",CM,3/4,CT,96 (1949 PWM ed.),1,56,B,n/a,PAC,"V/IV,IV",N,"[55,1],[7,4]","[55,1.33],[1,4]","[55,1.66],[2,4]","[55,2],[1,4]","[55,3],[5,4]","[55,3.5],[6,4]","[56,1],[4,4]",n/a,n/a,n/a,n/a,n/a,0,1
"Chopin, Fryderyk Franciszek",1833,piano,B 82/KK IVb,"-/3 ""C 1833""",CM,3/4,CT,96 (1949 PWM ed.),1,96,A',a',PAC,"V,I",N,"[95,1],[7,5]","[95,1.5],[6,5]","[95,2],[5,5]","[95,2.5],[4,5]","[95,3],[2,7]","[95,3.5],[3,7]","[96,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,1
"Chopin, Fryderyk Franciszek",1834,piano,B 85/KK IVb,"-/4 ""Szymanowska""",AbM,3/4,T,57 (1949 PWM ed.),2,"12,36",A,n/a,HC,V,N,"[11,1],[6,5]","[11,1.5],[5,5]","[11,2],[4,5]","[11,3],[3,5]","[11,3.5],[2,5]","[12,1],[#1,5]","[12,2],[2,5]",n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1834,piano,B 85/KK IVb,"-/4 ""Szymanowska""",AbM,3/4,T,57 (1949 PWM ed.),3,"18,34,42",A,n/a,PAC,"V,I",N,"[18,1],[7,5]","[18,1.5],[5,5]","[18,2],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1834,piano,B 85/KK IVb,"-/4 ""Szymanowska""",AbM,3/4,T,57 (1949 PWM ed.),5,"20,44,46,48*,52*",A,n/a,PAC,"V,I",N,"[19,1],[2,5]","[19,2],[#1,5]","[19,2.5],[2,5]","[19,3],[4,5]","[19,3.5],[6,5]","[20,1],[5,1]","[20,1.5],[3,1]","[20,2],[1,1]",n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1834,piano,B 85/KK IVb,"-/4 ""Szymanowska""",AbM,3/4,T,57 (1949 PWM ed.),1,28,B,n/a,HC,"V/V,V",N,"[27,2],[2,2]","[27,2.5],[#1,2]","[27,3],[1,2]","[27,3.5],[7,2]","[28,1],[b7,5]","[28,1.5],[6,5]","[28,2],[b6,5]","[28,2.5],[5,5]","[28,3],[#4,5]","[28,3.5],[4,5]",n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,1,Gm,3/4,CT,65,3,"8,16,57",A,a,HC,"i,V",N,"[6,3],[5,1]","[6,3.75],[#4,1]","[7,1],[3]","[7,1.75],[2]","[7,2],[1,5]","[7,3],[#7,5]","[8,1],[5]",n/a,n/a,n/a,n/a,n/a,0,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,1,Gm,3/4,CT,65,2,"20,28",A,b,IAC,"V/III,III",N,"[18,3],[1]","[19,1],[7,7]","[19,1.33],[1,7]","[19,1.66],[7,7]","[19,2],[#6,4]","[19,3.5],[6,4]","[20,1],[6,3]","[20,1.33],[7,3]","[20,1.66],[6,3]","[20,2],[5,7]",n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,1,Gm,3/4,CT,65,2,"24,32*",A,b,PAC,"V/III,III",N,"[22,3],[6,7]","[23,1],[5,7]","[23,1.33],[6,7]","[23,1.66],[5,7]","[23,2],[#4,7]","[23,3.5],[4,7]","[24,1],[4,3]","[24,1.33],[5,3]","[24,1.66],[4,3]","[24,2],[3,7]",n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,1,Gm,3/4,CT,65,2,"37,45",B,n/a,PAC,"V/VI,VI",Y,"[35,3.5],[4,1]","[36,1],[4,3]","[36,1.75],[3,3]","[36,2],[2,7]","[36,3.5],[4,7]","[37,1],[4,6]","[37,1.75],[3,6]","[37,2],[6,6]",n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,1,Gm,3/4,CT,65,2,"41,49*",B,n/a,IAC,"V/VI,VI",N,"[39,3.5],[6,6]","[40,1],[4,6]","[40,1.75],[3,6]","[40,2],[2,6]","[40,3.5],[4,6]","[41,1],[4,6]","[41,1.75],[3,6]","[41,2],[1,1]",n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,1,Gm,3/4,CT,65,1,65,A',a,PAC,"V,i",N,"[63,2.5],[5,5]","[63,3],[6]","[63,3.75],[5]","[64,1],[#4,5]","[64,1.5],[5,5]","[64,2],[2,5]","[64,3],[3,5]","[64,3.5],[2,5]","[65,1],[1,1]",n/a,n/a,n/a,0,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,6,"8,12,40,44,92,96",A,a,PAC,"V/VI,vi",N,"[8,1],[7,3]","[8,1.5],[7,3]","[8,2],[7,3]","[8,3],[6,6]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,6,"16,20,48,52,100,104",A,a,PAC,"V,I",N,"[15,3],[5,5]","[15,3.5],[3,5]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,2
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,2,"24,32",A,b,PAC,"V/IV,IV",N,"[23,1],[1,1]","[23,1.5],[1,1]","[23,2],[5,5]","[23,3],[4,5]","[23,3.5],[5,5]","[24,1],[6,4]","[24,3],[4,6]",n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,2,"28,36",A,b,PAC,"V/IV,IV",N,"[27,1],[1,1]","[27,1.33],[2,1]","[27,1.66],[1,1]","[27,2],[5,5]","[27,3],[5,5]","[27,3.5],[7,5]","[28,1],[6,4]","[28,3],[4,6]",n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,2,"60,68",B,n/a,PC,"IV/bII,bII",Y,"[59,1],[b3,b5]","[59,1.5],[b2,b5]","[59,2],[b7,b5]","[59,3],[b5,b5]","[60,1],[4,b2]","[60,1.5],[b6,b2]","[60,2],[b2,4]",n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,2,"64,72*",B,n/a,IAC,"V/bVI,bVI",N,"[63,1],[b3,b3]","[63,1.5],[b2,b3]","[63,2],[b7,b3]","[63,3],[b3,b3]","[64,1],[b6,b6]","[64,1.5],[1,b6]","[64,2],[b3,b3]",n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,2,"76,84",B,n/a,IAC,"V/bIII,biii",Y,"[75,1],[2,4]","[75,1.5],[2,b1]","[75,2],[2,b7]","[75,3],[2,b6]","[76,1],[b3,b5]","[76,1.5],[b3,b3]","[76,2],[b3,b7]",n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,1,80,B,n/a,PAC,"V/bIII,biii",N,"[79,1],[2,4]","[79,1.5],[2,b1]","[79,2],[2,b7]","[79,3],[2,b6]","[80,1],[b3,b5]","[80,1.5],[b3,4]","[80,2],[b3,b3]",n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,1,108,CD,n/a,PC,"IV,I",Y,"[107,3],[6,4]","[108,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,1,112,CD,n/a,HC,"I,V",Y,"[111,3],[3,1]","[112,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,1,116,CD,n/a,IAC,"V/IV,IV",Y,"[116,1],[1,1]","[116,2],[6,4]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,2,CM,3/4,CT,120,1,120,CD,n/a,IAC,"V,I",N,"[120,1],[5,5]","[120,2],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,3,AbM,3/4,RB,45,4,"4,8,29,33",A,n/a,PAC,"V,I",N,"[2,3.5],[5,5]","[3,1],[7,5]","[3,1.75],[6,5]","[3,2],[5,5]","[3,3],[4,5]","[4,1],[3,1]","[4,1.5],[2,1]","[4,2],[1,5]",n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,3,AbM,3/4,RB,45,2,"12,37,38*",A,n/a,PAC,"V,I",N,"[10,3],[2]","[10,3.33],[1]","[10,3.66],[6]","[11,1],[7,5]","[11,1.5],[6,5]","[11,2],[5,5]","[11,2.5],[4,5]","[11,3],[2,5]","[11,3.5],[6,5]","[12,1],[5,1]","[12,1.75],[3,1]","[12,2],[1,1]",1,0
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,3,AbM,3/4,RB,45,1,21,B,n/a,HC,"F6/VI,V/VI",N,"[20,3],[6,4]","[21,1],[#5,3]","[21,1.5],[7,3]","[21,2],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,4,Bbm,3/4,CT,148,3,"12,44,108",A,a,PAC,"V,i",N,"[10,3],[5,5]","[11,1],[5,5]","[11,1.75],[6,5]","[11,2],[6,2]","[11,3],[#7,4]","[12,1],[2,1]","[12,2.5],[1,1]",n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,4,Bbm,3/4,CT,148,3,"20,52,116",A,a,PAC,"V,i",N,"[18,3],[5,5]","[19,1],[7,5]","[19,1.75],[6,5]","[19,2],[6,2]","[19,3],[#7,5]","[20,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,4,Bbm,3/4,CT,148,1,28,A,b,PAC,"V/III,III",N,"[27,1],[#6,7]","[27,1.875],[5,7]","[27,2],[6,4]","[27,2.875],[5,4]","[27,3],[6,4]","[27,3.875],[4,4]","[28,1],[5,3]","[28,1.875],[4,3]","[28,2],[3,3]",n/a,n/a,n/a,1,2
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,4,Bbm,3/4,CT,148,1,61,B,a,HC,"V/V,V",N,"[61,1],[#7,2]","[61,1.5],[#6,2]","[61,2],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,4,Bbm,3/4,CT,148,2,"70,86",B,b,PAC,"V/III,iii",N,"[69,1],[7,7]","[69,1.75],[6,7]","[69,2],[6,4]","[69,2.33],[7,4]","[69,2.66],[6,4]","[69,3],[b5,4]","[69,3.5],[4,4]","[70,1],[b5,3]","[70,2],[3,b5]",n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,4,Bbm,3/4,CT,148,1,78,B,b,HC,V/III,N,"[77,1],[7,7]","[77,1.75],[6,7]","[77,2],[6,4]","[77,2.33],[7,4]","[77,2.66],[6,4]","[77,3],[5,4]","[77,3.5],[4,4]","[78,1],[1,7]","[78,2],[1,4]","[78,3],[7,4]",n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,4,Bbm,3/4,CT,148,1,124,CD,n/a,PC,"iv,i",N,"[123,1],[2,1]","[123,1.5],[1,1]","[123,2],[1,6]","[123,3.5],[4,6]","[124,1],[4,1]","[124,1.5],[3,1]","[124,2],[3,5]",n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1833-1836,piano,24,4,Bbm,3/4,CT,148,4,"130,136,141*,148*",CD,n/a,PC,"iv,I",N,"[129,1],[2,1]","[129,1.5],[1,1]","[129,2],[1,6]","[129,3.5],[6,6]","[130,1],[6,1]","[130,1.5],[5,1]","[130,2],[5,5]",n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1835,piano,67,1,GM,3/4,T,60,2,"12,52",A,n/a,IAC,"V,I",N,"[11,3],[4,5]","[11,3.5],[6,5]","[12,1],[6,1]","[12,1.33],[7,1]","[12,1.66],[6,1]","[12,2],[5,1]",n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1835,piano,67,1,GM,3/4,T,60,2,"20,28",A,n/a,PAC,"V,I",N,"[19,1],[2,5]","[19,1.75],[4,5]","[19,2],[6,5]","[19,2.33],[7,5]","[19,2.66],[6,5]","[19,3],[5,5]","[19,3.5],[4,5]","[20,1],[3,1]","[20,1.75],[2,1]","[20,2],[1,5]",n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1835,piano,67,1,GM,3/4,T,60,2,"32,40",B,n/a,PAC,"V/IV,IV",Y,"[31,1],[5,1]","[31,1.75],[#4,1]","[31,2],[5,5]","[31,3],[6,5]","[32,1],[4,4]","[32,1.75],[3,4]","[32,2],[4,4]",n/a,n/a,n/a,n/a,n/a,1,0
"Chopin, Fryderyk Franciszek",1835,piano,67,1,GM,3/4,T,60,1,60,A',n/a,PAC,"V,I",N,"[59,1],[2,5]","[59,1.75],[4,5]","[59,2],[6,5]","[59,2.33],[7,5]","[59,2.66],[6,5]","[59,3],[5,5]","[59,3.75],[7,5]","[60,1],[1,1]",n/a,n/a,n/a,n/a,0,1
"Chopin, Fryderyk Franciszek",1835,piano,67,3,CM,3/4,RB,56,3,"8,24,48",A,n/a,IAC,"V,I",N,"[7,1],[3,5]","[7,1.5],[2,5]","[7,2],[#1,4]","[7,2.5],[2,4]","[7,3],[3,4]","[7,3.5],[4,4]","[8,1],[6,1]","[8,3],[5,1]",n/a,n/a,n/a,n/a,1,1
"Chopin, Fryderyk Franciszek",1835,piano,67,3,CM,3/4,RB,56,3,"16,32,56",A,n/a,PAC,"V,I",N,"[15,1],[3,5]","[15,1.5],[2,5]","[15,2],[#1,2]","[15,2.5],[2,2]","[15,3],[4,2]","[15,3.75],[3,2]","[16,1],[2,1]","[16,1.75],[3,1]","[16,2],[1,1]",n/a,n/a,n/a,1,1
