COMPOSER,YEAR,INSTR,OPUS,NUMBER,KEY,METER,FORM,MM#,FREQ,M#,GLOBAL_SEC,LOCAL_SEC,CAD,GLOBAL_RN,AMBIG,STAGE_1_CPT,STAGE_2_CPT,STAGE_3_CPT,STAGE_4_CPT,STAGE_5_CPT,STAGE_6_CPT,STAGE_7_CPT,STAGE_8_CPT,STAGE_9_CPT,STAGE_10_CPT,STAGE_11_CPT,STAGE_12_CPT,BL_PAROXY_R,BL_DESCEND_C
"Nowakowski, Józef",1842,piano,15,3,DM,3/8,CT,34,4,"4,8,22,26",A,a,PAC,"V,I",N,"[4,2],[7,5]","[4,3],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Nowakowski, Józef",1842,piano,15,3,DM,3/8,CT,34,1,12,A,b,IAC,"V/VI,vi",N,"[11,1],[6,3]","[11,1.75],[#5,3]","[11,2],[3,3]","[11,3.5],[#5,3]","[12,1],[7,6]","[12,1.75],[6,6]","[12,2],[1,3]",n/a,n/a,n/a,n/a,n/a,1,0
"Nowakowski, Józef",1842,piano,15,3,DM,3/8,CT,34,1,16,A,b,HC,"It6,V/VI",N,"[15,3],[6,4]","[16,1],[#5,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1842,piano,15,3,DM,3/8,CT,34,1,34,B,n/a,PAC,"V/IV,IV",N,"[33,1],[3,1]","[33,2],[3,3]","[33,2.5],[2,3]","[33,3],[b7,3]","[33,3.5],[5,3]","[34,1],[b7,4]","[34,1.75],[6,4]","[34,2],[4,4]",n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1842,piano,15,4,EM,3/8,CT,40,1,8,A,a,PAC,"V,I",Y,"[7,1],[5,5]","[7,1.75],[6,5]","[7,2],[7,5]","[7,3],[1,5]","[7,3.5],[2,5]","[8,1],[3,1]","[8,1.33],[4,1]","[8,1.66],[3,1]","[8,2],[1,1]",n/a,n/a,n/a,1,1
"Nowakowski, Józef",1842,piano,15,4,EM,3/8,CT,40,1,12,A,a,PAC,"V,I",N,"[11,3],[3,5]","[11,3.5],[2,5]","[12,1],[2,1]","[12,1.75],[3,1]","[12,2],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1842,piano,15,4,EM,3/8,CT,40,1,20,A,b,PAC,"V/V,V",Y,"[19,1],[1,2]","[19,1.75],[1,2]","[19,2],[7,2]","[19,3],[6,2]","[19,3.5],[5,2]","[20,1],[#4,2]","[20,1.75],[6,2]","[20,2],[2,2]","[20,3],[5,5]",n/a,n/a,n/a,1,0
"Nowakowski, Józef",1842,piano,15,4,EM,3/8,CT,40,1,24,A,b,PAC,"V/V,V",N,"[23,1],[6,2]","[23,1.75],[7,2]","[23,2],[1,2]","[23,2.33],[2,2]","[23,2.66],[1,2]","[23,3],[7,2]","[23,3.5],[6,2]","[24,1],[6,5]","[24,1.75],[7,5]","[24,2],[5,5]",n/a,n/a,1,1
"Nowakowski, Józef",1842,piano,15,4,EM,3/8,CT,40,1,32,B,n/a,PAC,"V/VI,vi",N,"[31,1],[3,3]","[31,1.75],[2,3]","[31,2],[7,2]","[31,3],[2,2]","[31,3.5],[1,2]","[32,1],[6,6]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1842,piano,15,4,EM,3/8,CT,40,1,40,B,n/a,PAC,"V/IV,IV",N,"[39,1],[1,1]","[39,1.75],[b7,1]","[39,2],[5,1]","[39,3],[b7,1]","[39,3.5],[6,1]","[40,1],[4,4]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1842,piano,15,5,BbM,3/8,CT,33,1,8,A,a,PAC,"V/V,V",N,"[7,1],[7,2]","[7,1.5],[6,2]","[7,2],[#5,6]","[7,2.5],[6,6]","[7,3],[3,6]","[7,3.5],[2,6]","[8,1],[5,5]",n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1842,piano,15,5,BbM,3/8,CT,33,1,16,A,a,PAC,"V,I",N,"[15,1],[5,5]","[15,1.75],[#5,5]","[15,2],[7,5]","[15,2.75],[6,5]","[15,3],[4,5]","[15,3.75],[2,5]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1842,piano,15,5,BbM,3/8,CT,33,1,20,A,b,IAC,"V/V,V",N,"[19,1],[#4,2]","[19,1.75],[3,2]","[19,2],[1,6]","[19,3],[7,6]","[19,3.5],[6,6]","[20,1],[3,5]","[20,1.75],[2,5]","[20,2],[7,5]",n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1842,piano,15,5,BbM,3/8,CT,33,1,24,A,b,PAC,"V/V,V",N,"[23,3],[7,2]","[23,3.5],[6,2]","[24,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1842,piano,15,5,BbM,3/8,CT,33,1,29,B,n/a,IAC,"V/IV,IV",N,"[28,1],[4,1]","[28,1.75],[3,1]","[28,2],[2,5]","[28,3.5],[1,5]","[29,1],[7,4]","[29,1.5],[1,4]","[29,2],[6,6]","[29,2.5],[4,6]","[29,3],[1,6]",n/a,n/a,n/a,1,1
"Nowakowski, Józef",1842,piano,15,5,BbM,3/8,CT,33,1,33,B,n/a,PAC,"V/IV,IV",N,"[32,1],[6,1]","[32,1.5],[5,1]","[32,2],[#4,5]","[32,2.5],[5,5]","[32,3],[7,5]","[32,3.5],[6,5]","[33,1],[4,4]",n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1842,piano,15,6,DM,3/8,CT,40,2,"4,20",A,a,PC,"IV,I",N,"[4,2],[6,1]","[4,2.75],[1,1]","[4,3],[5,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1842,piano,15,6,DM,3/8,CT,40,2,"8,24",A,a,PAC,"V,I",N,"[7,1],[3,5]","[7,1.75],[2,5]","[7,2],[6,5]","[7,3.5],[7,5]","[8,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Nowakowski, Józef",1842,piano,15,6,DM,3/8,CT,40,1,12,A,b,PC,"I,V",N,"[12,2],[5,1]","[12,3],[2,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1842,piano,15,6,DM,3/8,CT,40,1,16,A,b,PAC,"V/V,V",N,"[15,1],[3,2]","[15,1.75],[2,2]","[15,2],[#1,2]","[15,2.75],[2,2]","[15,3],[6,2]","[15,3.75],[7,2]","[16,1],[5,5]",n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1842,piano,15,6,DM,3/8,CT,40,1,32,B,n/a,PAC,"V,I",N,"[31,1],[5,7]","[31,1.75],[#1,7]","[31,2],[2,7]","[31,3],[4,7]","[31,3.5],[3,7]","[32,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1842,piano,15,6,DM,3/8,CT,40,1,40,B,n/a,PAC,"V/IV,IV",N,"[39,1],[2,1]","[39,1.75],[1,1]","[39,2],[7,1]","[39,2.75],[1,1]","[39,3],[5,1]","[39,3.75],[6,1]","[40,1],[4,4]",n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,8,"4,8,20,24,54,58,117,121",A,a,PAC,"V,i",N,"[3,1],[2,1]","[3,2],[5,1]","[3,2.5],[4,1]","[3,3],[3,1]","[3,3.5],[2,1]","[4,1],[1,1]","[4,1.5],[3,1]","[4,2],[1,1]","[4,3],[1,1]",n/a,n/a,n/a,1,0
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,4,"12,28,62,125",A,a,PAC,"vii/VII,VII",Y,"[12,2],[2,7]","[12,2.5],[1,7]","[12,3],[7,7]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,2,"16,129",A,a,HC,"ct7,V/V",N,"[15,3],[3,4]","[15,3.5],[2,4]","[16,1],[4,#4]","[16,1.5],[3,#4]","[16,2],[2,#4]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,2,"32,66",A,a,PAC,"V/III,III",N,"[32,1],[7,7]","[32,2],[5,7]","[32,2.5],[4,7]","[32,3],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,1,42,A,b,PAC,"V/VI,VI",N,"[41,1],[7,3]","[41,1.5],[1,3]","[41,2],[b2,3]","[41,3],[1,3]","[41,3.5],[7,3]","[42,1],[7,6]","[42,1.5],[1,6]","[42,2],[6,6]",n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,1,50,A,b,PAC,"V/Vi,VI",N,"[49,1],[7,3]","[49,1.5],[1,3]","[49,2],[b2,3]","[49,3],[1,3]","[49,3.5],[7,3]","[50,1],[7,6]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,1,76,B,a,PAC,"V/bV,bV",N,"[75,3],[7,b2]","[75,3.5],[6,b2]","[76,1],[6,b5]","[76,1.5],[7,b5]","[76,2],[b5,b5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,1,84,B,a,PAC,"V/bI,bI",N,"[83,1],[7,b5]","[83,1.75],[6,b5]","[83,2],[b5,b5]","[83,2.5],[b4,b5]","[83,3],[3,b5]","[83,3.5],[b2,b5]","[84,1],[b4,b1]","[84,1.75],[3,b1]","[84,2],[b1,b1]",n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,1,86,B,b,IAC,"V/bI,bI",Y,"[85,1],[b2]","[85,1.5],[b1]","[85,2],[b5,7]","[85,3],[b5,6]","[85,3.5],[b5,b5]","[86,1],[1]","[86,1.5],[1]","[86,2],[6,b4]","[86,2.5],[6,b1]","[86,3],[b5,3]",n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,1,88,B,b,IAC,"V/bII,bii",Y,"[87,1],[3]","[87,1.5],[b2]","[87,2],[6,1]","[87,3],[6,b7]","[87,3.5],[6,6]","[88,1],[b2]","[88,1.5],[b2]","[88,2],[b7,b5]","[88,2.5],[b7,b2]","[88,3],[6,b4]",n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,1,90,B,b,IAC,"V/III,iii",Y,"[89,1],[4]","[89,1.5],[3]","[89,2],[7,2]","[89,3],[7,b1]","[89,3.5],[7,7]","[90,1],[3]","[90,1.5],[3]","[90,2],[b1,6]","[90,2.5],[b1,3]","[90,3],[7,b5]",n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,2,"108,110",B,b,HC,"iv,V",N,"[107,3],[6,4]","[108,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,3,"133,137,141",CD,n/a,PAC,"V,i",N,"[132,1],[2,1]","[132,2],[5,1]","[132,2.5],[4,1]","[132,3],[3,1]","[133,3.5],[2,1]","[133,1],[2,1]","[133,1.5],[3,1]","[133,2],[1,1]","[133,3],[1,1]",n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,1,145,CD,n/a,IAC,"V,i",N,"[144,1],[4,1]","[144,1.5],[5,1]","[144,2],[6,1]","[144,3],[5,1]","[144,3.5],[4,1]","[145,1],[4,1]","[145,1.5],[5,1]","[145,2],[3,1]","[145,3],[3,1]",n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,3,"151,153,155",CD,n/a,PAC,"V,i",N,"[150,1],[2,1]","[150,1.5],[3,1]","[150,2],[4,1]","[150,3],[3,1]","[150,3.5],[2,1]","[151,1],[2,1]","[151,1.5],[3,1]","[151,2],[1,1]",n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,1,Am,3/4,CT,157,1,157,CD,n/a,PAC,"V,i",N,"[156,1],[2,1]","[156,2],[4,1]","[156,3.5],[3,1]","[157,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,2,F#m,3/4,CT,82,3,"8,40,74",A,a,HC,"V/V,V",N,"[7,3],[3,#4]","[7,3.75],[2,#4]","[8,1],[2,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,2,F#m,3/4,CT,82,3,"16,48,82",A,a,PAC,"V,i",N,"[15,1],[5,5]","[15,1.5],[6,5]","[15,2],[5,#7]","[15,2.5],[2,#7]","[15,3],[3,5]","[15,3.75],[2,5]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,2,F#m,3/4,CT,82,2,"20,28",A,b,IAC,"V/III,III",N,"[19,1],[7,7]","[19,1.5],[#6,7]","[19,2],[6,7]","[19,3],[5,7]","[19,3.5],[4,7]","[20,1],[5,3]",n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Nowakowski, Józef",1847,piano,26,2,F#m,3/4,CT,82,1,24,A,b,PAC,"V/V,v",N,"[23,1],[2,2]","[23,1.75],[1,2]","[23,2],[#6,#4]","[23,3],[1,2]","[23,3.5],[7,2]","[24,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,2,F#m,3/4,CT,82,1,32,A,b,PAC,"V/III,III",N,"[31,1],[5,7]","[31,1.75],[7,7]","[31,2],[5,7]","[31,3],[4,7]","[32,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,2,F#m,3/4,CT,82,1,57,B,n/a,HC,"Gr6,V/#VI",N,"[56,3],[#2,4]","[57,1],[#3,#3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Nowakowski, Józef",1847,piano,26,2,F#m,3/4,CT,82,1,65,B,n/a,PAC,"V,I",N,"[64,1],[#3,5]","[64,1.5],[2,5]","[64,2],[#1,#7]","[64,2.5],[2,#7]","[64,3],[4,#7]","[64,3.75],[#3,#7]","[65,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,3,Am,3/4,CT,80,2,"8,72",A,a,IAC,"V,VI",Y,"[7,1],[2,5]","[7,1.5],[#7,5]","[7,2],[5,#7]","[7,2.2],[6,#7]","[7,2.4],[5,#7]","[7,2.6],[4,#7]","[7,2.8],[5,#7]","[7,3],[6,5]","[7,3.5],[2,5]","[8,1],[4,6]","[8,2],[4,3]","[8,3],[3,1]",1,1
"Nowakowski, Józef",1847,piano,26,3,Am,3/4,CT,80,1,16,A,a,PAC,"V/V,v",N,"[15,1],[2,2]","[15,1.5],[1,2]","[15,2],[7,2]","[15,3],[7,2]","[15,3.5],[#6,2]","[16,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,3,Am,3/4,CT,80,3,"19,47,80",A,a,PAC,"V,i",N,"[18,1],[1,5]","[18,1.5],[#7,5]","[18,2],[5,5]","[18,3],[2,5]","[18,3.5],[3,5]","[19,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,3,Am,3/4,CT,80,1,27,A,b,HC,"V/VII,V/III",N,"[26,1],[4,4]","[26,1.75],[3,4]","[26,2],[2,4]","[26,3],[1,4]","[27,1],[2,7]","[27,3],[7,7]",n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,3,Am,3/4,CT,80,1,56,B,n/a,PAC,"V/V,V",N,"[55,1],[#3,2]","[55,2.5],[2,2]","[55,3],[3,2]","[55,3.5],[2,2]","[56,1],[5,5]","[56,1.5],[#4,5]","[56,2],[5,5]",n/a,n/a,n/a,n/a,n/a,1,0
"Nowakowski, Józef",1847,piano,26,3,Am,3/4,CT,80,1,64,B,n/a,PAC,"V,I",N,"[63,1],[1,5]","[63,3],[#3,5]","[63,3.5],[2,5]","[64,1],[2,1]","[64,2],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,4,DM,3/4,CT,80,5,"8,24,40,64,80",A,a,PAC,"V,I",N,"[7,1],[7,5]","[7,1.75],[4,5]","[7,2],[6,7]","[7,3],[5,5]","[7,3.5],[4,5]","[8,1],[4,1]","[8,1.75],[3,1]","[8,2],[1,1]",n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1847,piano,26,4,DM,3/4,CT,80,3,"16,32,72",A,b,PAC,"V/III,iii",N,"[15,3],[5,7]","[15,3.5],[#4,7]","[16,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,4,DM,3/4,CT,80,1,48,B,n/a,PAC,"V/VI,VI",N,"[47,3],[2,3]","[47,3.5],[#1,3]","[48,1],[6,6]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1847,piano,26,4,DM,3/4,CT,80,1,56,B,n/a,PAC,"V/IV,IV",N,"[55,3],[6,1]","[55,3.5],[5,1]","[56,1],[5,4]","[56,1.75],[6,4]","[56,2],[4,4]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,4,"6,14*,60*,68*",A,a,IAC,"V,I",N,"[5,1],[5,5]","[5,1.5],[4,5]","[5,2],[3,5]","[5,3],[2,5]","[6,1],[6,1]","[6,3],[5,1]",n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,4,"10,18*,64*,72*",A,a,PAC,"V,I",N,"[9,1],[5,5]","[9,1.5],[4,5]","[9,2],[6,5]","[9,3],[7,5]","[10,1],[2,1]","[10,2],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,2,"22,30",A,b,IAC,"V/VI,vi",N,"[21,1],[6,3]","[21,1.5],[#5,3]","[21,2],[4,7]","[21,3],[3,2]","[21,3.5],[2,2]","[22,1],[2,6]","[22,2],[1,6]",n/a,n/a,n/a,n/a,n/a,1,1
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,1,26,A,b,HC,"V/III,V/VI",N,"[25,1],[1,#2]","[25,1.5],[7,#2]","[25,2],[6,#2]","[25,2.5],[1,#2]","[25,3],[7,6]","[25,3.5],[6,6]","[26,1],[3,3]",n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,1,34,A,b,HC,"V/III,V/VI",N,"[33,1],[7,#2]","[33,1.75],[7,6]","[33,2],[1,7]","[33,2.5],[7,6]","[33,3],[1,7]","[33,3.5],[7,6]","[34,1],[3,3]",n/a,n/a,n/a,n/a,n/a,0,0
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,1,38,B,n/a,IAC,"V/III,III",N,"[37,1],[#4,3]","[37,1.5],[#5,3]","[37,2],[6,7]","[37,3],[7,7]","[37,3.5],[7,7]","[38,1],[3,3]","[38,1.5],[#4,3]","[38,2],[#5,3]",n/a,n/a,n/a,n/a,1,0
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,1,42,B,n/a,PAC,"V/III,III",N,"[41,1],[#4,7]","[41,1.5],[#2,7]","[41,2],[7,7]","[41,3],[6,7]","[41,3.75],[#5,7]","[42,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,1,52,B,n/a,HC,"Fr6,V/VI",N,"[51,3],[6,4]","[52,1],[#5,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,1,76,CD,n/a,IAC,"V,I",N,"[75,1],[5,1]","[75,1.5],[7,1]","[75,1.75],[6,1]","[75,2],[5,1]","[75,3.5],[4,1]","[76,1],[3,1]","[76,1.5],[6,1]","[76,2],[5,1]",n/a,n/a,n/a,n/a,1,0
"Nowakowski, Józef",1855,piano,43,"n/a ""Mazurka favorite""",GM,3/4,CT,83,1,81,CD,n/a,PAC,"V,I",N,"[80,3.75],[5,5]","[81,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",1,CM,3/8,RB,24,2,"4,20",A,n/a,IAC,"V,I",N,"[3,1],[5,5]","[3,1.5],[2,5]","[3,2],[#1,5]","[3,2.5],[2,5]","[3,3],[4,5]","[3,3.5],[7,5]","[4,1],[1,1]","[4,1.5],[3,1]","[4,2],[5,1]","[4,2.5],[#4,1]","[4,3],[6,1]","[4,3.5],[5,1]",1,0
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",1,CM,3/8,RB,24,2,"8,24",A,n/a,PAC,"V,I",N,"[7,1],[5,5]","[7,1.5],[2,5]","[7,2],[#1,2]","[7,2.5],[2,2]","[7,3],[4,5]","[7,3.5],[7,5]","[8,1],[1,1]","[8,1.33],[2,1]","[8,1.66],[3,1]","[8,2],[1,1]",n/a,n/a,1,2
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",1,CM,3/8,RB,24,1,16,B,n/a,PAC,"V/V,V",N,"[15,1],[2,2]","[15,1.5],[3,2]","[15,2],[#4,6]","[15,2.5],[2,6]","[15,3],[3,2]","[15,3.5],[#4,2]","[16,1],[6,5]","[16,1.5],[5,5]","[16,2],[5,5]",n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",2,FM,3/8,SB,16,1,8,A,n/a,PAC,"V,I",N,"[7,1],[3,5]","[7,1.5],[2,5]","[7,2],[#1,2]","[7,2.5],[2,2]","[7,3],[5,5]","[7,3.5],[7,5]","[8,1],[2,1]","[8,1.5],[1,1]","[8,2],[1,1]",n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",2,FM,3/8,SB,16,1,16,B,n/a,PAC,"V,I",N,"[15,1],[5,5]","[15,1.5],[6,5]","[15,2],[7,2]","[15,2.5],[5,2]","[15,3],[6,5]","[15,3.5],[7,5]","[16,1],[2,1]","[16,1.5],[1,1]","[16,2],[1,1]",n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",8,DM,3/8,SB,16,1,8,A,n/a,PAC,"V,I",N,"[7,1],[1,5]","[7,1.5],[7,5]","[7,2],[5,5]","[7,2.5],[5,5]","[7,3],[6,5]","[7,3.5],[7,5]","[8,1],[2,1]","[8,1.5],[1,1]","[8,2],[1,1]",n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",8,DM,3/8,SB,16,1,12,B,n/a,HC,V/VI,N,"[11,1],[1,3]","[11,1.5],[7,3]","[11,2],[6,3]","[11,2.5],[1,3]","[11,3],[7,3]","[11,3.5],[6,3]","[12,1],[#5,3]","[12,1.5],[7,3]","[12,2],[3,3]",n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",8,DM,3/8,SB,16,1,16,B,n/a,PAC,"V,I",N,"[15,1],[6,5]","[15,1.5],[5,5]","[15,2],[4,5]","[15,2.5],[6,5]","[15,3],[7,5]","[15,3.5],[5,5]","[16,1],[2,1]","[16,1.5],[3,1]","[16,2],[1,1]",n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",17,CM,3/8,RB,24,2,"4,20",A,n/a,PAC,"V,I",N,"[3,1],[2,5]","[3,1.5],[3,5]","[3,2],[4,7]","[3,2.5],[2,7]","[3,3],[6,5]","[3,3.5],[5,5]","[4,1],[#4,1]","[4,1.5],[5,1]","[4,2],[#2,1]","[4,2.5],[3,1]","[4,3],[7]","[4,3.5],[1]",1,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",17,CM,3/8,RB,24,2,"8,24",A,n/a,PAC,"V,I",N,"[7,1],[2,5]","[7,1.5],[3,5]","[7,2],[4,7]","[7,2.5],[2,7]","[7,3],[6,5]","[7,3.5],[5,5]","[8,1],[1]",n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",17,CM,3/8,RB,24,2,"12*,16",B,n/a,PAC,"V/VI,vi",N,"[11,1],[2,3]","[11,1.5],[1,3]","[11,2],[7,3]","[11,2.5],[2,3]","[11,3],[1,3]","[11,3.5],[7,3]","[12,1],[1,6]","[12,1.5],[7,6]","[12,2],[6,6]",n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",19,CM,3/8,RB,24,2,"4,20",A,n/a,IAC,"V,I",N,"[3,1],[5,5]","[3,2],[2,5]","[3,3],[1,5]","[3,3.5],[7,5]","[4,1],[1,5]","[4,2],[3,5]",n/a,n/a,n/a,n/a,n/a,n/a,1,0
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",19,CM,3/8,RB,24,2,"8,24",A,n/a,PAC,"V,I",N,"[7,1],[5,5]","[7,1.5],[7,5]","[7,2],[2,7]","[7,2.5],[4,7]","[7,3],[6,5]","[7,3.5],[7,5]","[8,1],[2,1]","[8,1.5],[1,1]","[8,2],[1,1]",n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",19,CM,3/8,RB,24,1,12,B,n/a,IAC,"V/V,V",N,"[11,1],[#4,2]","[11,1.5],[5,2]","[11,2],[6,2]","[11,3.5],[#4,2]","[12,1],[5,5]","[12,1.5],[7,5]","[12,2],[2,5]","[12,2.5],[5,5]","[12,3],[7,5]",n/a,n/a,n/a,1,0
"Szymanowska, Maria Agata",pub. c.1825,piano,"n/a ""24 Mazurkas""",19,CM,3/8,RB,24,1,16,B,n/a,PAC,"V/V,V",N,"[15,1],[#4,2]","[15,1.5],[5,2]","[15,2],[6,2]","[15,3.5],[#4,2]","[16,1],[6,5]","[16,1.75],[7,5]","[16,2],[5,5]",n/a,n/a,n/a,n/a,n/a,1,1
