COMPOSER,YEAR,INSTR,OPUS,NUMBER,KEY,METER,FORM,MM#,FREQ,M#,GLOBAL_SEC,LOCAL_SEC,CAD,GLOBAL_RN,AMBIG,STAGE_1_CPT,STAGE_2_CPT,STAGE_3_CPT,STAGE_4_CPT,STAGE_5_CPT,STAGE_6_CPT,STAGE_7_CPT,STAGE_8_CPT,STAGE_9_CPT,STAGE_10_CPT,STAGE_11_CPT,STAGE_12_CPT,BL_PAROXY_R,BL_DESCEND_C
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",3,EbM,3/4,CT,34,1,4,A,a,HC,"vii/V,V",N,"[3,3],[b3,#4]","[3,3.5],[1,#4]","[4,1],[7,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",3,EbM,3/4,CT,34,2,"8,16",A,a,PAC,"V,I",N,"[7,3],[5,5]","[7,3.5],[7,5]","[8,1],[2]","[8,1.5],[2,5]","[8,2],[2,b6]","[8,2.5],[2,5]","[8,3],[1,1]",n/a,n/a,n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",3,EbM,3/4,CT,34,1,12,A,b,HC,"vii/V,V",N,"[11,3.5],[1,#4]","[12,1],[1,5]","[12,1.5],[1,b6]","[12,2],[1,5]","[12,2.5],[1,#4]","[12,3],[7,5]",n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",3,EbM,3/4,CT,34,1,20,B,a,HC,"v,V/IV",N,"[19,3.5],[2,b7]","[19,3.75],[5,b7]","[20,1],[4,1]","[20,1.5],[5,1]","[20,1.75],[4,1]","[20,2],[3,1]",n/a,n/a,n/a,n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",3,EbM,3/4,CT,34,2,"24,34",B,a,PAC,"V/IV,IV",N,"[24,1],[1,1]","[24,1.25],[1,1]","[24,1.5],[2,1]","[24,1.75],[3,1]","[24,2],[5]","[24,2.5],[5,1]","[24,3],[4,4]",n/a,n/a,n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",4,Gm,3/4,CT,64,1,8,A,a,HC,V,N,"[7,1],[1]","[7,1.5],[#7]","[7,2],[1,5]","[7,2.5],[3,5]","[7,3],[2,1]","[7,3.5],[1,1]","[8,1],[#7]",n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",4,Gm,3/4,CT,64,2,"16,32",A,a,PAC,"V,i",N,"[15,2],[5,5]","[15,2.5],[3,5]","[15,3],[4,5]","[15,3.5],[2,5]","[16,1],[1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",4,Gm,3/4,CT,64,1,24,A,b,HC,V,N,"[23,1.5],[1,5]","[23,2.5],[#7,5]","[23,3.5],[6,5]","[24,1.5],[5,2]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",4,Gm,3/4,CT,64,1,40,B,a,HC,"VI,V/III",N,"[39,1],[2,6]","[39,1.5],[1,6]","[39,2],[7,6]","[39,2.5],[6,6]","[39,3],[5,6]","[39,3.5],[4,6]","[40,1],[3,7]",n/a,n/a,n/a,n/a,n/a,1,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",4,Gm,3/4,CT,64,2,"48,64",B,a,PAC,"V/III,III",N,"[47,2.33],[7,7]","[47,2.66],[1,7]","[47,3],[2,7]","[47,3.33],[1,7]","[47,3.66],[7,7]","[48,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",4,Gm,3/4,CT,64,1,56,B,b,HC,"It6,V/V",N,"[55,3],[#1,3]","[55,3.33],[#1,5]","[55,3.66],[#1,#1]","[56,1],[2,2]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",5,EM,3/4,CT,98,2,"16,32",A,a,PAC,"V,I",N,"[15,1],[6,5]","[15,1.5],[5,5]","[15,2],[4,5]","[15,2.5],[3,5]","[15,3],[2,5]","[15,3.5],[7,5]","[16,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",5,EM,3/4,CT,98,1,21,A,b,PAC,"V/V,V",N,"[20,3.5],[#4,2]","[21,1],[5,5]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",5,EM,3/4,CT,98,2,"49,65",B,a,PAC,"V,i",N,"[48,2],[1,5]","[48,3],[7,5]","[49,1],[1,1]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",5,EM,3/4,CT,98,1,82,C,a,HC,"vii/III,V/VI",N,"[81,2],[6,#2]","[81,2.5],[7,#2]","[81,3],[1,#2]","[81,3.5],[6,#2]","[82,1],[3,3]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",5,EM,3/4,CT,98,1,98,C,b,PAC,"V/VI,vi",N,"[97,1],[6,3]","[97,2],[1,3]","[97,3],[7,3]","[98,1],[6,6]",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",6,Dm,3/4,CT,68,1,8,A,a,PAC,"V,i",N,"[7,1],[#7,5]","[7,1.5],[2,5]","[7,2],[4,#7]","[7,2.5],[6,#7]","[7,3],[#7,5]","[7,3.5],[2,5]","[8,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,0
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",6,Dm,3/4,CT,68,1,32,A,b,PAC,"V,i",N,"[31,1],[1]","[31,1.5],[3]","[31,2],[5]","[31,2.5],[1]","[31,3],[4,5]","[31,3.5],[#7,5]","[32,1],[1,1]",n/a,n/a,n/a,n/a,n/a,0,0
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",6,Dm,3/4,CT,68,1,41,B,a,PAC,"V/VII,VII",N,"[40,1],[#3,7]","[40,1.5],[4,7]","[40,2],[5,7]","[40,2.5],[4,7]","[40,3],[3,4]","[40,3.5],[1,4]","[41,1],[7,7]",n/a,n/a,n/a,n/a,n/a,0,1
"Szymanowska, Maria Agata",1821,piano,"n/a ""Six Menuets""",6,Dm,3/4,CT,68,2,"49,67",B,a,PAC,"V/III,III",N,"[48,1],[3,7]","[48,1.5],[2,7]","[48,2],[#6,7]","[48,2.5],[7,7]","[48,3],[6,7]","[48,3.5],[4,7]","[49,1],[3,3]",n/a,n/a,n/a,n/a,n/a,0,1
